device_instance,object_identifier,property_name,property_value,address,maxAPDULengthAccepted,segmentationSupported,objectName,description,units
57017,analogValue:20,statusFlags,"[0, 0, 0, 0]",24001:17,480,noSegmentation,Incremental Energy Total Mode 2,Incremental Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:21,eventState,normal,24001:17,480,noSegmentation,Incremental Volume Total Mode 1,Incremental Volume Total Mode 1 - 57017,usGallons
57017,analogValue:21,outOfService,FALSE,24001:17,480,noSegmentation,Incremental Volume Total Mode 1,Incremental Volume Total Mode 1 - 57017,usGallons
57017,analogValue:21,presentValue,0,24001:17,480,noSegmentation,Incremental Volume Total Mode 1,Incremental Volume Total Mode 1 - 57017,usGallons
57017,analogValue:21,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",24001:17,480,noSegmentation,Incremental Volume Total Mode 1,Incremental Volume Total Mode 1 - 57017,usGallons
57017,analogValue:21,reliability,noFaultDetected,24001:17,480,noSegmentation,Incremental Volume Total Mode 1,Incremental Volume Total Mode 1 - 57017,usGallons
57017,analogValue:21,relinquishDefault,0,24001:17,480,noSegmentation,Incremental Volume Total Mode 1,Incremental Volume Total Mode 1 - 57017,usGallons
57017,analogValue:21,statusFlags,"[0, 0, 0, 0]",24001:17,480,noSegmentation,Incremental Volume Total Mode 1,Incremental Volume Total Mode 1 - 57017,usGallons
57017,analogValue:22,eventState,normal,24001:17,480,noSegmentation,Incremental Volume Total Mode 2,Incremental Volume Total Mode 2 - 57017,usGallons
57017,analogValue:22,outOfService,FALSE,24001:17,480,noSegmentation,Incremental Volume Total Mode 2,Incremental Volume Total Mode 2 - 57017,usGallons
57017,analogValue:22,presentValue,0,24001:17,480,noSegmentation,Incremental Volume Total Mode 2,Incremental Volume Total Mode 2 - 57017,usGallons
57017,analogValue:22,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",24001:17,480,noSegmentation,Incremental Volume Total Mode 2,Incremental Volume Total Mode 2 - 57017,usGallons
57017,analogValue:22,reliability,noFaultDetected,24001:17,480,noSegmentation,Incremental Volume Total Mode 2,Incremental Volume Total Mode 2 - 57017,usGallons
57017,analogValue:22,relinquishDefault,0,24001:17,480,noSegmentation,Incremental Volume Total Mode 2,Incremental Volume Total Mode 2 - 57017,usGallons
57017,analogValue:22,statusFlags,"[0, 0, 0, 0]",24001:17,480,noSegmentation,Incremental Volume Total Mode 2,Incremental Volume Total Mode 2 - 57017,usGallons
57017,analogValue:23,eventState,normal,24001:17,480,noSegmentation,Previous Year Volume Total Mode 1,Previous Year Volume Total Mode 1 - 57017,usGallons
57017,analogValue:23,outOfService,FALSE,24001:17,480,noSegmentation,Previous Year Volume Total Mode 1,Previous Year Volume Total Mode 1 - 57017,usGallons
57017,analogValue:23,presentValue,298351,24001:17,480,noSegmentation,Previous Year Volume Total Mode 1,Previous Year Volume Total Mode 1 - 57017,usGallons
57017,analogValue:23,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",24001:17,480,noSegmentation,Previous Year Volume Total Mode 1,Previous Year Volume Total Mode 1 - 57017,usGallons
57017,analogValue:23,reliability,noFaultDetected,24001:17,480,noSegmentation,Previous Year Volume Total Mode 1,Previous Year Volume Total Mode 1 - 57017,usGallons
57017,analogValue:23,relinquishDefault,0,24001:17,480,noSegmentation,Previous Year Volume Total Mode 1,Previous Year Volume Total Mode 1 - 57017,usGallons
57017,analogValue:23,statusFlags,"[0, 0, 0, 0]",24001:17,480,noSegmentation,Previous Year Volume Total Mode 1,Previous Year Volume Total Mode 1 - 57017,usGallons
57017,analogValue:24,eventState,normal,24001:17,480,noSegmentation,Previous Year Volume Total Mode 2,Previous Year Volume Total Mode 2 - 57017,usGallons
57017,analogValue:24,outOfService,FALSE,24001:17,480,noSegmentation,Previous Year Volume Total Mode 2,Previous Year Volume Total Mode 2 - 57017,usGallons
57017,analogValue:24,presentValue,298351,24001:17,480,noSegmentation,Previous Year Volume Total Mode 2,Previous Year Volume Total Mode 2 - 57017,usGallons
57017,analogValue:24,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",24001:17,480,noSegmentation,Previous Year Volume Total Mode 2,Previous Year Volume Total Mode 2 - 57017,usGallons
57017,analogValue:24,reliability,noFaultDetected,24001:17,480,noSegmentation,Previous Year Volume Total Mode 2,Previous Year Volume Total Mode 2 - 57017,usGallons
57017,analogValue:24,relinquishDefault,0,24001:17,480,noSegmentation,Previous Year Volume Total Mode 2,Previous Year Volume Total Mode 2 - 57017,usGallons
57017,analogValue:24,statusFlags,"[0, 0, 0, 0]",24001:17,480,noSegmentation,Previous Year Volume Total Mode 2,Previous Year Volume Total Mode 2 - 57017,usGallons
57017,analogValue:3,eventState,normal,24001:17,480,noSegmentation,Y-T-D Energy Total Mode 1,Y-T-D Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:3,outOfService,FALSE,24001:17,480,noSegmentation,Y-T-D Energy Total Mode 1,Y-T-D Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:3,presentValue,552.5239868,24001:17,480,noSegmentation,Y-T-D Energy Total Mode 1,Y-T-D Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:3,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",24001:17,480,noSegmentation,Y-T-D Energy Total Mode 1,Y-T-D Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:3,reliability,noFaultDetected,24001:17,480,noSegmentation,Y-T-D Energy Total Mode 1,Y-T-D Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:3,relinquishDefault,0,24001:17,480,noSegmentation,Y-T-D Energy Total Mode 1,Y-T-D Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:3,statusFlags,"[0, 0, 0, 0]",24001:17,480,noSegmentation,Y-T-D Energy Total Mode 1,Y-T-D Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:4,eventState,normal,24001:17,480,noSegmentation,Y-T-D Energy Total Mode 2,Y-T-D Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:4,outOfService,FALSE,24001:17,480,noSegmentation,Y-T-D Energy Total Mode 2,Y-T-D Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:4,presentValue,552.5239868,24001:17,480,noSegmentation,Y-T-D Energy Total Mode 2,Y-T-D Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:4,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",24001:17,480,noSegmentation,Y-T-D Energy Total Mode 2,Y-T-D Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:4,reliability,noFaultDetected,24001:17,480,noSegmentation,Y-T-D Energy Total Mode 2,Y-T-D Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:4,relinquishDefault,0,24001:17,480,noSegmentation,Y-T-D Energy Total Mode 2,Y-T-D Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:4,statusFlags,"[0, 0, 0, 0]",24001:17,480,noSegmentation,Y-T-D Energy Total Mode 2,Y-T-D Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:5,eventState,normal,24001:17,480,noSegmentation,Previous Year Energy Total Mode 1,Previous Year Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:5,outOfService,FALSE,24001:17,480,noSegmentation,Previous Year Energy Total Mode 1,Previous Year Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:5,presentValue,5452.600098,24001:17,480,noSegmentation,Previous Year Energy Total Mode 1,Previous Year Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:5,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",24001:17,480,noSegmentation,Previous Year Energy Total Mode 1,Previous Year Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:5,reliability,noFaultDetected,24001:17,480,noSegmentation,Previous Year Energy Total Mode 1,Previous Year Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:5,relinquishDefault,0,24001:17,480,noSegmentation,Previous Year Energy Total Mode 1,Previous Year Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:5,statusFlags,"[0, 0, 0, 0]",24001:17,480,noSegmentation,Previous Year Energy Total Mode 1,Previous Year Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:6,eventState,normal,24001:17,480,noSegmentation,Previous Year Energy Total Mode 2,Previous Year Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:6,outOfService,FALSE,24001:17,480,noSegmentation,Previous Year Energy Total Mode 2,Previous Year Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:6,presentValue,5452.600098,24001:17,480,noSegmentation,Previous Year Energy Total Mode 2,Previous Year Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:6,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",24001:17,480,noSegmentation,Previous Year Energy Total Mode 2,Previous Year Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:6,reliability,noFaultDetected,24001:17,480,noSegmentation,Previous Year Energy Total Mode 2,Previous Year Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:6,relinquishDefault,0,24001:17,480,noSegmentation,Previous Year Energy Total Mode 2,Previous Year Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:6,statusFlags,"[0, 0, 0, 0]",24001:17,480,noSegmentation,Previous Year Energy Total Mode 2,Previous Year Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:7,eventState,normal,24001:17,480,noSegmentation,User Defined Energy Total Mode 1,User Defined Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:7,outOfService,FALSE,24001:17,480,noSegmentation,User Defined Energy Total Mode 1,User Defined Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:7,presentValue,6005.124023,24001:17,480,noSegmentation,User Defined Energy Total Mode 1,User Defined Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:7,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",24001:17,480,noSegmentation,User Defined Energy Total Mode 1,User Defined Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:7,reliability,noFaultDetected,24001:17,480,noSegmentation,User Defined Energy Total Mode 1,User Defined Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:7,relinquishDefault,0,24001:17,480,noSegmentation,User Defined Energy Total Mode 1,User Defined Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:7,statusFlags,"[0, 0, 0, 0]",24001:17,480,noSegmentation,User Defined Energy Total Mode 1,User Defined Energy Total Mode 1 - 57017,kiloBtus
57017,analogValue:8,eventState,normal,24001:17,480,noSegmentation,User Defined Energy Total Mode 2,User Defined Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:8,outOfService,FALSE,24001:17,480,noSegmentation,User Defined Energy Total Mode 2,User Defined Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:8,presentValue,6005.124023,24001:17,480,noSegmentation,User Defined Energy Total Mode 2,User Defined Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:8,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",24001:17,480,noSegmentation,User Defined Energy Total Mode 2,User Defined Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:8,reliability,noFaultDetected,24001:17,480,noSegmentation,User Defined Energy Total Mode 2,User Defined Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:8,relinquishDefault,0,24001:17,480,noSegmentation,User Defined Energy Total Mode 2,User Defined Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:8,statusFlags,"[0, 0, 0, 0]",24001:17,480,noSegmentation,User Defined Energy Total Mode 2,User Defined Energy Total Mode 2 - 57017,kiloBtus
57017,analogValue:9,eventState,normal,24001:17,480,noSegmentation,Volume Total Mode 1,Volume Total Mode 1 - 57017,usGallons
57017,analogValue:9,outOfService,FALSE,24001:17,480,noSegmentation,Volume Total Mode 1,Volume Total Mode 1 - 57017,usGallons
57017,analogValue:9,presentValue,307001,24001:17,480,noSegmentation,Volume Total Mode 1,Volume Total Mode 1 - 57017,usGallons
57017,analogValue:9,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",24001:17,480,noSegmentation,Volume Total Mode 1,Volume Total Mode 1 - 57017,usGallons
57017,analogValue:9,reliability,noFaultDetected,24001:17,480,noSegmentation,Volume Total Mode 1,Volume Total Mode 1 - 57017,usGallons
57017,analogValue:9,relinquishDefault,0,24001:17,480,noSegmentation,Volume Total Mode 1,Volume Total Mode 1 - 57017,usGallons
57017,analogValue:9,statusFlags,"[0, 0, 0, 0]",24001:17,480,noSegmentation,Volume Total Mode 1,Volume Total Mode 1 - 57017,usGallons
57017,binaryValue:1,elapsedActiveTime,16430263,24001:17,480,noSegmentation,Mode Indication,Mode Indication - 57017,
57017,binaryValue:1,eventState,normal,24001:17,480,noSegmentation,Mode Indication,Mode Indication - 57017,
57017,binaryValue:1,outOfService,FALSE,24001:17,480,noSegmentation,Mode Indication,Mode Indication - 57017,
57017,binaryValue:1,presentValue,active,24001:17,480,noSegmentation,Mode Indication,Mode Indication - 57017,
57017,binaryValue:1,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",24001:17,480,noSegmentation,Mode Indication,Mode Indication - 57017,
57017,binaryValue:1,reliability,noFaultDetected,24001:17,480,noSegmentation,Mode Indication,Mode Indication - 57017,
57017,binaryValue:1,relinquishDefault,inactive,24001:17,480,noSegmentation,Mode Indication,Mode Indication - 57017,
57017,binaryValue:1,statusFlags,"[0, 0, 0, 0]",24001:17,480,noSegmentation,Mode Indication,Mode Indication - 57017,
57017,binaryValue:1,timeOfActiveTimeReset,"{""date"": [123, 7, 31, 1], ""time"": [10, 38, 17, 0]}",24001:17,480,noSegmentation,Mode Indication,Mode Indication - 57017,
57017,binaryValue:10,elapsedActiveTime,8805320,24001:17,480,noSegmentation,Flow Direction,Flow Direction - 57017,
57017,binaryValue:10,eventState,normal,24001:17,480,noSegmentation,Flow Direction,Flow Direction - 57017,
57017,binaryValue:10,outOfService,FALSE,24001:17,480,noSegmentation,Flow Direction,Flow Direction - 57017,
57017,binaryValue:10,presentValue,active,24001:17,480,noSegmentation,Flow Direction,Flow Direction - 57017,
57017,binaryValue:10,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",24001:17,480,noSegmentation,Flow Direction,Flow Direction - 57017,
57017,binaryValue:10,reliability,noFaultDetected,24001:17,480,noSegmentation,Flow Direction,Flow Direction - 57017,
57017,binaryValue:10,relinquishDefault,inactive,24001:17,480,noSegmentation,Flow Direction,Flow Direction - 57017,
57017,binaryValue:10,statusFlags,"[0, 0, 0, 0]",24001:17,480,noSegmentation,Flow Direction,Flow Direction - 57017,
57017,binaryValue:10,timeOfActiveTimeReset,"{""date"": [123, 7, 31, 1], ""time"": [10, 38, 17, 0]}",24001:17,480,noSegmentation,Flow Direction,Flow Direction - 57017,
57017,binaryValue:2,elapsedActiveTime,0,24001:17,480,noSegmentation,Location,Location - 57017,
57017,binaryValue:2,eventState,normal,24001:17,480,noSegmentation,Location,Location - 57017,
57017,binaryValue:2,outOfService,FALSE,24001:17,480,noSegmentation,Location,Location - 57017,
57017,binaryValue:2,presentValue,inactive,24001:17,480,noSegmentation,Location,Location - 57017,
57017,binaryValue:2,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",24001:17,480,noSegmentation,Location,Location - 57017,
